P676_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,P676_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.9,19689.871,21122.162,20138.814,20353.463,20229.223,20168.037,21479.299,21005.523,21303.512,21921.363,22252.658,21659.477,,,23,0.969,1.0098,0.9743,0.9712,0.9826,0.9796,1.0204,0.9967,1.0164,1.0579,1.0741,1.0788,,0.2123,0.2236,0.2315,0.2263,0.2385,0.2399,0.2341,0.2304,0.236,0.2396,0.2429,0.2514
,,21271.654,20844.912,21300.543,5653.174,5695.187,5634.25,20114.598,20451.654,20862.721,20976.662,21247.842,20645.072,,,,0.9938,0.9491,0.9621,0.7525,0.7599,0.7521,0.94,0.949,0.9433,0.9437,0.961,0.9685,,0.2092,0.2159,0.2231,0.5367,0.5395,0.5328,0.251,0.2501,0.2368,0.2387,0.2305,0.2345
,,21126.262,21712.104,20836.273,3482.403,3728.797,3517.844,20798.389,21505.314,21118.229,22327.416,22469.66,22857.158,,,,0.9853,0.9654,0.9654,0.7637,0.7805,0.7807,1.0268,1.0393,1.0102,1.0377,1.0485,1.0645,,0.2135,0.2195,0.2486,0.6201,0.6352,0.6365,0.2964,0.2829,0.2809,0.2655,0.2637,0.2499
,,21346.205,21018.711,20314.145,6683.325,6871.211,6689.877,14961.379,18759.869,19649.271,22323.908,21994.395,21979.027,,,,1.0025,0.9926,0.998,0.7891,0.7977,0.7978,0.9836,1.0093,1.0239,1.0158,1.0117,1.0432,,0.2262,0.2524,0.2776,0.5576,0.567,0.5642,0.3803,0.3423,0.3245,0.2673,0.2616,0.2463
,,19609.781,18947.467,19607.959,7157.712,7449.513,7383.67,5001.666,6818.19,7682.646,21521.291,21957.426,22041.289,,,,0.9692,0.9367,0.9609,0.7423,0.764,0.7587,0.8284,0.8525,0.8482,1.0216,1.0069,1.0396,,0.2577,0.2825,0.2853,0.541,0.5524,0.537,0.6103,0.5709,0.5379,0.2709,0.263,0.2515
,,6495.682,5175.596,2874.241,6287.708,6467.762,6393.481,3650.003,2551.377,2535.813,18609.248,19340.746,19496.1,,,,0.7646,0.7328,0.7087,0.6537,0.6571,0.6499,0.7582,0.75,0.7572,1.0093,1.0132,1.042,,0.5223,0.5407,0.6123,0.5412,0.5456,0.538,0.607,0.6336,0.631,0.3107,0.3038,0.289
,,3232.435,2615.784,6004.875,5810.314,5705.542,5725.5,6583.845,2470.803,2415.132,2059.99,2102.788,2174.567,,,,0.6341,0.6247,0.6583,0.506,0.513,0.5132,0.7557,0.7056,0.7035,0.7046,0.7091,0.7219,,0.5394,0.5657,0.5024,0.4862,0.4863,0.4816,0.4815,0.5527,0.5498,0.5683,0.5711,0.5664
,,3276.276,3197.797,4001.502,4688.523,4773.027,4733.421,6665.375,4608.334,2567.69,1815.35,1823.803,1888.198,,,,0.55,0.5794,0.557,0.4462,0.4461,0.4334,0.7648,0.7152,0.7073,0.7424,0.7474,0.7331,,0.5399,0.5853,0.5462,0.5177,0.5166,0.5,0.4937,0.5136,0.5526,0.5944,0.5869,0.5776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P676cse_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,P676cse_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,23,19902.281,20451.123,19811.846,20258.477,19934.91,19481.021,20172.869,20482.566,20842.25,20678.045,20841.465,20856.734,,,23,0.9,0.9916,0.9929,1.0024,1.0012,0.9881,0.984,0.9971,1.0375,1.0616,1.0517,1.0588,,0.1965,0.2278,0.237,0.2312,0.2463,0.2476,0.2394,0.2368,0.2524,0.2631,0.2589,0.2484
,,21399.406,21417.24,21253.252,5340.99,5409.161,5391.077,20951.676,20514.563,21074.922,21267.754,20625.9,21467.248,,,,0.9582,0.9506,0.9554,0.7534,0.7572,0.7534,0.9436,0.9372,0.9497,0.9714,0.9461,0.9916,,0.2057,0.209,0.2251,0.5344,0.5404,0.5312,0.2329,0.2339,0.2275,0.2359,0.2382,0.2204
,,21888.303,22483.375,21880.6,2679.376,3022.092,2770.712,21859.029,22394.387,22503.215,22046.676,21888.826,22288.312,,,,0.979,0.9691,0.9849,0.7807,0.7814,0.7588,1.0286,1.0349,1.0353,1.0349,1.0036,1.0499,,0.2086,0.2096,0.2287,0.6498,0.6471,0.6238,0.269,0.256,0.2547,0.2639,0.2574,0.2434
,,22289.16,22511.713,21483.051,6658.397,6826.513,6776.627,20134.611,19521.678,19800.688,21421.906,21934.709,22159.596,,,,0.9939,0.9719,0.9879,0.7989,0.8104,0.8047,1.0313,1.0367,1.0384,1.0243,1.0126,1.0569,,0.2093,0.2186,0.2515,0.5554,0.5687,0.5633,0.3117,0.334,0.3138,0.2832,0.2595,0.2556
,,22124.697,22107.896,21450.463,7142.631,7367.09,7299.407,4229.519,5320.338,6010.485,22297.301,22409.25,22517.182,,,,0.9834,0.9658,0.9848,0.7336,0.7597,0.7598,0.8072,0.8408,0.8293,1.0022,1.0035,1.0475,,0.2081,0.2174,0.2452,0.5228,0.5429,0.5329,0.6192,0.6051,0.5696,0.2457,0.2482,0.2318
,,13931.542,10783.665,2977.069,6350.441,6454.971,6338.011,3791.313,2511.35,2571.431,21047.482,21300.902,22223.008,,,,0.8858,0.8206,0.7055,0.6576,0.6677,0.6548,0.7693,0.7752,0.7757,1.0218,1.0252,1.1096,,0.3435,0.4219,0.6032,0.5417,0.5512,0.5386,0.6029,0.6424,0.6386,0.2558,0.2516,0.2454
,,5046.752,2861.121,5992.529,5575.075,5586.395,5668.169,6790.305,2796.296,2459.435,2125.76,2114.444,2125.459,,,,0.6603,0.6166,0.6564,0.5047,0.5088,0.512,0.7582,0.7074,0.7133,0.7254,0.7179,0.7258,,0.5051,0.5535,0.499,0.4897,0.4855,0.4849,0.4844,0.5481,0.5443,0.5678,0.57,0.5623
,,3416.569,3419.87,3934.373,2878.918,4731.09,4466.396,6805.047,4778.794,2566.804,1775.522,1767.416,1827.68,,,,0.5612,0.544,0.5366,0.3715,0.4351,0.463,0.7836,0.7293,0.7194,0.7356,0.7322,0.7385,,0.541,0.5359,0.5233,0.4654,0.5045,0.5447,0.4891,0.5076,0.5579,0.5763,0.5718,0.5697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P679_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,P679_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.9,13117.848,12394.167,12448.233,11967.624,12261.362,12450.032,12673.095,11724.718,12018.823,11775.508,11805.13,11920.073,,,22.9,0.9561,0.947,0.9586,0.9493,0.9622,0.944,0.9628,0.9248,0.9607,0.9523,0.9522,0.9634,,0.3462,0.3689,0.3677,0.3778,0.3801,0.366,0.3779,0.3846,0.3977,0.4045,0.4021,0.3974
,,14384.561,13680.385,14052.237,5744.45,5891.868,5823.939,12929.859,12510.145,12558.293,12087.336,12026.896,12519.886,,,,0.9843,0.9405,0.9498,0.7876,0.8162,0.8008,0.9419,0.9071,0.9231,0.9346,0.9216,0.9241,,0.3302,0.3403,0.3461,0.5491,0.5815,0.5666,0.3923,0.3792,0.3868,0.4076,0.3956,0.3714
,,14386.995,13602.906,14002.859,3526.027,3787.961,3485.812,13415.314,13558.489,12874.029,11954.537,12280.407,13097.67,,,,0.9771,0.9361,0.9731,0.7831,0.8007,0.7915,0.9882,0.9947,0.9754,0.9292,0.9398,0.9909,,0.3259,0.3492,0.3648,0.6146,0.6293,0.6261,0.41,0.4038,0.4164,0.4178,0.4136,0.3999
,,13934.154,14116.152,14180.131,6645.161,6804.747,6745.251,12491.026,12954.605,12708.885,12247.376,12331.824,13295.305,,,,0.9514,0.9371,0.9639,0.7979,0.8072,0.8061,0.9721,0.9776,0.9672,0.961,0.9395,1.0229,,0.3314,0.3388,0.3514,0.5475,0.5558,0.557,0.4154,0.4126,0.4232,0.4344,0.419,0.423
,,12781.78,12300.322,11679.331,7106.892,7187.958,7120.22,6233.511,7358.254,8279.708,13720.547,14027.885,14649.161,,,,0.9229,0.8965,0.9186,0.759,0.7702,0.7679,0.8535,0.8852,0.8889,0.9685,0.9727,1.034,,0.3676,0.3807,0.4176,0.5312,0.5479,0.536,0.5631,0.5503,0.5231,0.3823,0.379,0.3703
,,4795.713,3445.488,3489.794,6360.022,6357.189,6262.038,3633.872,2332.651,2313.682,7685.199,5019.19,8371.815,,,,0.7663,0.7247,0.7314,0.6689,0.6751,0.6627,0.7842,0.7926,0.7769,0.8881,0.8365,0.9356,,0.5577,0.5745,0.5983,0.5361,0.5507,0.5398,0.6019,0.655,0.6367,0.5341,0.5908,0.5363
,,2796.338,2886.57,6342.226,5528.223,5596.195,5620.707,6517.43,2444.046,2315.277,1941.136,1969.286,2011.437,,,,0.6458,0.6263,0.6712,0.5026,0.5125,0.5045,0.7628,0.7109,0.7079,0.7304,0.723,0.7354,,0.5499,0.5521,0.4852,0.4851,0.4879,0.4776,0.4763,0.543,0.5402,0.5688,0.5617,0.5573
,,3173.05,3150.564,5003.856,4107.952,3296.701,4611.097,6555.892,4559.277,2336.154,1610.828,1639.408,1713.311,,,,0.5977,0.5447,0.584,0.4188,0.3869,0.4343,0.7861,0.7408,0.7251,0.7562,0.7648,0.7704,,0.5957,0.5373,0.5401,0.4958,0.4778,0.5063,0.4911,0.5097,0.5462,0.5837,0.577,0.573
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P679cse_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,P679cse_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.9,13424.286,13060.58,13242.504,12966.33,12991.033,13085.668,13107.921,12304.765,12708.841,12700.596,12657.825,13381.511,,,22.9,0.9616,0.9576,0.9601,0.9563,0.9701,0.963,0.973,0.9523,0.9925,0.9921,0.9869,1.0036,,0.3266,0.3472,0.3415,0.3475,0.3663,0.352,0.3658,0.3734,0.388,0.3883,0.3865,0.3613
,,17590.838,14957.791,15098.594,5408.039,5492.92,5416.334,13711.484,13100.175,13170.635,12385.562,12724.827,13073.996,,,,1.0362,0.9845,0.975,0.7872,0.7963,0.814,0.9449,0.9277,0.9252,0.9156,0.9489,0.9325,,0.2982,0.3098,0.3181,0.5508,0.5578,0.5715,0.3578,0.363,0.3573,0.372,0.3826,0.3367
,,17729.521,15851.216,18252.869,2794.39,3028.573,2881.885,13947.362,13891.887,13941.089,13405.94,13267.496,13168.371,,,,1.0458,0.9937,1.0312,0.7725,0.7815,0.7886,0.9734,0.997,0.9868,0.9867,0.9818,1.0076,,0.2988,0.3016,0.3089,0.6304,0.64,0.6416,0.3611,0.395,0.3921,0.4034,0.4108,0.4026
,,18874.305,19266.908,18487.123,6541.152,6580.113,6567.996,14716.921,14638.49,14603.947,12744.564,12695.727,13895.223,,,,1.0263,1,1.0329,0.8086,0.8064,0.8138,1.0288,1.0139,1.0086,0.9701,0.962,1.0183,,0.2687,0.2695,0.3028,0.5561,0.5628,0.5581,0.363,0.3472,0.3487,0.4211,0.4135,0.3976
,,15069.531,14780.978,13898.128,7040.499,7208.935,7115.531,6763.102,7151.895,8781.446,13915.827,13894.41,14633.729,,,,0.97,0.9498,0.9635,0.7692,0.7911,0.7838,0.8868,0.8984,0.9205,0.978,0.9818,1.0371,,0.3027,0.3162,0.3639,0.5356,0.5411,0.5348,0.5493,0.558,0.51,0.3792,0.3823,0.3656
,,3505.585,2777.55,2443.478,6121.96,6059.624,6033.892,3267.097,2048.31,2061.747,9512.514,7440.198,10852.728,,,,0.7314,0.7159,0.6909,0.6169,0.6356,0.6201,0.7559,0.7355,0.7389,0.862,0.8403,0.9242,,0.5433,0.5617,0.5616,0.4835,0.5028,0.4885,0.5598,0.5726,0.5717,0.4057,0.466,0.3866
,,2578.315,2421.615,5687.281,5628.348,5690.014,5682.017,6442.19,2459.598,2243.934,1848.065,1923.652,1984.871,,,,0.7114,0.6436,0.6845,0.516,0.5149,0.5105,0.7694,0.7233,0.7371,0.7539,0.7434,0.7594,,0.6051,0.5633,0.5016,0.4864,0.4829,0.4755,0.475,0.5432,0.5505,0.5769,0.5656,0.5646
,,3229.949,3135.718,3722.691,4589.034,3122.666,4707.094,6479.911,4740.353,2380.866,1556.072,1605.402,1721.595,,,,0.571,0.5631,0.5545,0.4591,0.307,0.4388,0.804,0.7626,0.7677,0.7882,0.7716,0.7973,,0.5419,0.5477,0.5362,0.5373,0.3722,0.5076,0.5059,0.5203,0.5824,0.5911,0.5819,0.6196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC390_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,ASC390_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.8,20445.865,20922.975,19971.973,20380.295,20003.332,19872.422,20486.188,19519.373,19259.592,20224.033,19250.998,19416.758,,,22.8,1.0386,1.0319,1.0485,1.0479,1.0467,1.0341,1.064,1.0422,1.0447,1.0467,1.0427,1.057,,0.2204,0.2215,0.2384,0.2299,0.2465,0.2518,0.2535,0.2567,0.2532,0.2355,0.2606,0.2441
,,21309.309,21523.32,21804.139,5764.468,5820.521,5732.136,20841.326,20589.711,20885.848,18524.502,13046.111,12575.608,,,,1.0636,1.0148,1.0416,0.8032,0.812,0.8412,1.0123,1.0525,1.021,1.0406,1.0009,1.0009,,0.2184,0.2122,0.2249,0.54,0.5426,0.5412,0.2469,0.2738,0.235,0.3182,0.4153,0.41
,,21380.748,21700.219,21522.1,3416.224,3839.118,3808.289,22666.559,22727.256,21457.297,19969.025,13865.792,13529.27,,,,1.0583,1.0551,1.0669,0.8041,0.8178,0.8277,1.1046,1.1097,1.0684,1.0583,1.0073,1.0233,,0.2148,0.2391,0.2516,0.6341,0.6329,0.6463,0.2692,0.2655,0.2695,0.314,0.395,0.393
,,21355.213,21349.574,21465.107,6451.981,6677.884,6686.963,15004.909,16130.655,15733.338,20877.943,20849.229,20903.273,,,,1.0801,1.0307,1.064,0.8197,0.8205,0.8037,1.009,1.0358,1.063,1.0414,1.0506,1.0888,,0.2193,0.2325,0.2524,0.5527,0.5587,0.5572,0.3302,0.3355,0.3709,0.2777,0.2704,0.2589
,,20685.174,20203.348,20897.766,7033.156,7178.87,7073.024,4652.442,5844.399,6860.659,21368.041,21243.443,20464.75,,,,1.037,1.0008,1.0577,0.7928,0.8053,0.805,0.85,0.8668,0.8703,1.0521,1.0623,1.1142,,0.2255,0.2475,0.2918,0.5499,0.5642,0.5484,0.6093,0.5866,0.5583,0.2675,0.2624,0.2834
,,4884.568,3915.523,3056.492,6136.806,6195.777,6161.218,3574.405,2334.02,2257.805,15417.519,15135.848,15769.801,,,,0.7639,0.7262,0.6863,0.6307,0.6238,0.6268,0.7552,0.7349,0.749,0.9521,0.9894,0.9984,,0.527,0.5427,0.5542,0.4965,0.485,0.4834,0.5516,0.5586,0.5811,0.2753,0.2967,0.2553
,,2784.248,2532.624,6026.3,5476.21,5525.019,5624.255,6579.025,2774.862,2297.945,2032.073,2028.332,2207.343,,,,0.656,0.6512,0.7122,0.5489,0.568,0.5276,0.8124,0.7472,0.7407,0.7725,0.7648,0.7681,,0.5449,0.571,0.5263,0.5355,0.5494,0.4971,0.5174,0.5702,0.5603,0.6005,0.5803,0.5759
,,3282.682,3268.478,4224.051,4793.134,3548.815,3445.855,6539.631,4911.264,2370.052,1665.964,1712.499,1794.716,,,,0.5665,0.5622,0.5527,0.4335,0.4096,0.3916,0.8042,0.776,0.7596,0.7893,0.7948,0.8087,,0.5409,0.5454,0.5145,0.4997,0.5038,0.4816,0.4962,0.5139,0.5551,0.5932,0.5876,0.5901
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC390cse_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,ASC390cse_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.7,15655.835,15534.826,15798.605,15281.391,15244.841,15252.703,14523.963,14542.297,14628.809,14321.334,14999.836,14566.271,,,22.8,1.0216,1.013,1.0211,1.0164,1.0118,0.9978,0.9933,0.9982,1.0282,1.0274,1.0297,1.0199,,0.262,0.2775,0.2736,0.2867,0.2969,0.296,0.3095,0.3088,0.3159,0.3269,0.3069,0.2964
,,19392.613,18870.664,19515.055,5822.666,5880.138,5792.63,16265.034,15940.798,18969.908,15730.821,15378.836,16232.538,,,,1.0892,1.0217,1.0339,0.8331,0.8259,0.8232,1.0146,1.0086,1.062,1.0351,1.0367,1.0984,,0.2436,0.2565,0.2641,0.5695,0.5572,0.5496,0.3036,0.301,0.3126,0.326,0.3336,0.3211
,,19929.242,19104.35,20240.789,3718.176,3853.842,3689.532,19804.445,19743.098,19136.596,15893.281,15744,15641.393,,,,1.0749,1.0139,1.0297,0.8026,0.8183,0.8062,1.0301,1.0396,1.0548,1.0524,1.0492,1.081,,0.2436,0.2637,0.265,0.6141,0.6293,0.618,0.2988,0.3012,0.3165,0.35,0.3382,0.3264
,,19550.947,19386.203,19868.174,6584.667,6702.124,6642.255,16005.217,15721.009,18400.994,15556.46,15777.194,15595.809,,,,1.0563,1.0246,1.0136,0.8037,0.8175,0.8255,1.0395,1.0352,1.0372,1.0129,1.0366,1.0725,,0.2396,0.2565,0.2676,0.5324,0.5433,0.5458,0.3352,0.3501,0.3292,0.3406,0.3219,0.3195
,,18225.131,15718.066,18639.461,7004.277,7155.401,7195.241,5171.253,6330.515,7616.648,19245.674,19084.363,19210.441,,,,1.0201,0.9902,0.995,0.7738,0.7843,0.7911,0.8543,0.8982,0.9,1.0269,1.0444,1.1084,,0.2669,0.2912,0.2888,0.524,0.5336,0.5283,0.5858,0.5793,0.5326,0.3031,0.2951,0.296
,,4769.268,2917.322,3474.876,6362.901,6564.63,6802.379,3538.252,2222.786,2063.067,15958.853,18731.471,19522.756,,,,0.7615,0.7166,0.6942,0.6488,0.6656,0.6773,0.7619,0.74,0.744,0.9602,1.0172,1.0815,,0.5156,0.5531,0.5406,0.4843,0.4875,0.4832,0.5503,0.5607,0.5627,0.2705,0.2601,0.2493
,,2831.906,2804.889,6183.633,5463.088,5611.995,5446.396,6662.644,2827.508,2331.102,1908.627,1903.47,2008.279,,,,0.6723,0.644,0.687,0.5925,0.5302,0.5798,0.8202,0.7526,0.7794,0.7888,0.7612,0.7825,,0.5545,0.5444,0.49,0.5823,0.4954,0.5529,0.5105,0.5603,0.5955,0.6051,0.5715,0.5701
,,3263.268,3113.7,4921.398,4569.664,2090.026,1318.266,6777.141,5436.425,2471.568,1653.678,1611.088,1727.191,,,,0.6222,0.5932,0.5865,0.436,0.3098,0.1436,0.8584,0.7979,0.7718,0.8171,0.804,0.8362,,0.6167,0.5852,0.5269,0.5086,0.3965,0.1804,0.5385,0.5207,0.5632,0.6216,0.6026,0.6298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC397_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,ASC397_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.3,18603.84,19014.719,18616.064,16395.658,19155.016,19588.09,20306.172,20030.965,20007.211,20672.062,20877.307,20459.922,,,22.3,1.0517,1.048,1.064,1.0387,1.044,1.0418,1.0458,1.0535,1.0444,1.0956,1.0851,1.1004,,0.2287,0.2364,0.2519,0.242,0.2448,0.2343,0.2284,0.2303,0.2271,0.2346,0.2319,0.2287
,,19199.441,19332.154,19639.266,5636.115,5739.22,5740.222,20395.113,20716.414,21516.051,21330.742,21389.469,21078.252,,,,1.0771,1.0245,1.0614,0.8381,0.8341,0.8125,1.0258,1.0391,1.0964,1.0601,1.0505,1.0802,,0.2343,0.2262,0.2523,0.5376,0.5522,0.5272,0.2456,0.2407,0.2479,0.2433,0.2356,0.2327
,,19465.963,20088.555,19649.955,3389.487,3893.648,3727.406,20903.895,21184.656,21616.754,21904.232,21930.859,21468.125,,,,1.1044,1.0672,1.084,0.817,0.834,0.8311,1.0856,1.0988,1.1206,1.0976,1.0626,1.1114,,0.2437,0.2796,0.2745,0.6193,0.6263,0.6243,0.2667,0.2641,0.2616,0.2693,0.248,0.2444
,,18159.113,18106.51,18510.693,6507.633,6765.409,6749.72,14266.521,13374.032,18375.633,22407.029,22261.926,22055.561,,,,1.0409,1.0391,1.0276,0.8093,0.8006,0.8152,0.9808,0.9904,1.0926,1.0519,1.0608,1.1015,,0.264,0.2894,0.2765,0.538,0.5443,0.5455,0.3523,0.3936,0.3384,0.2369,0.2308,0.2243
,,12644.928,12241.696,12606.492,7063.066,7092.62,7149.759,4038.973,6020.895,11714.136,21318.068,21027.641,22082.328,,,,0.9637,0.949,0.9463,0.7563,0.7938,0.7665,0.8472,0.8661,0.9686,1.0499,1.0425,1.1304,,0.3458,0.3654,0.3582,0.5136,0.5327,0.5237,0.6059,0.5687,0.4316,0.254,0.25,0.2455
,,4380.051,3515.921,2983.931,6128.421,6161.257,6214.748,3870.836,2192.685,2008.119,12872.175,13082.927,14277.19,,,,0.7696,0.7514,0.7141,0.6201,0.6265,0.6247,0.7732,0.7857,0.7619,0.9616,0.948,0.9936,,0.5314,0.5494,0.5449,0.4793,0.4884,0.4856,0.5497,0.5681,0.5679,0.3326,0.321,0.276
,,3077.769,2687.374,5790.483,5639.217,5726.871,5767.763,6561.318,2794.46,2439.538,2079.924,2110.803,2051.527,,,,0.6848,0.6588,0.7,0.5528,0.5858,0.5476,0.8117,0.7676,0.7812,0.7956,0.7822,0.7885,,0.5535,0.5507,0.5043,0.5301,0.5522,0.5054,0.4973,0.5688,0.5789,0.5971,0.5861,0.5754
,,3416.704,3381.969,3991.103,4862.065,4935.437,4182.421,6596.323,5009.959,2538.631,1698.766,1748.842,1687.795,,,,0.6164,0.5897,0.5841,0.4382,0.4472,0.4342,0.8251,0.8082,0.8039,0.8213,0.821,0.8211,,0.583,0.568,0.5487,0.5036,0.5148,0.5211,0.5042,0.5356,0.5871,0.597,0.6043,0.5945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASC397cse_A_fluo,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,ASC397cse_A_abs,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,22.3,20152.322,20621.18,20721.875,20761.879,20658.402,20854.744,21258.027,20792.574,20747.156,20443.219,20367.951,20184.396,,,22.3,1.0058,0.9987,0.9984,1.0033,0.992,0.9721,0.9805,0.986,1.0103,1.0161,1.0238,1.0807,,0.2126,0.2131,0.2125,0.2145,0.2204,0.2096,0.211,0.2113,0.2199,0.2178,0.2188,0.2262
,,21004.496,21085.596,21793.916,5623.531,5634.126,5593.395,21938.523,22312.367,22598.557,22536.131,22432.855,22090.27,,,,1.0383,0.9698,1.0028,0.8425,0.8889,0.8976,1.0079,1.0125,1.0436,1.0389,1.0812,1.0952,,0.2141,0.2097,0.2189,0.5611,0.6116,0.5962,0.2267,0.2137,0.22,0.2235,0.2274,0.2222
,,21243.102,21337.867,22608.52,2944.318,3321.921,3088.104,23124.1,23048.338,23070.711,23271.963,22569.994,21881.553,,,,1.0272,0.9844,0.9697,0.7743,0.7826,0.7902,1.0037,1.0219,1.029,1.0278,1.045,1.0953,,0.2158,0.2255,0.2153,0.6324,0.6311,0.6369,0.2319,0.2514,0.2404,0.2367,0.2361,0.2312
,,20985.406,21308.158,22128.322,6576.672,6630.463,6693.088,22358.721,22483.939,22326.711,23064.447,21592.553,20714.738,,,,1.0377,1.0111,0.9797,0.7906,0.8034,0.8032,1.0289,1.0191,1.001,1.0705,1.0624,1.0597,,0.2172,0.237,0.2335,0.5408,0.5526,0.5506,0.237,0.2337,0.2297,0.2301,0.237,0.2254
,,20253.24,20001.488,21246.002,7325.314,7418.437,7318.072,5600.483,6829.292,8828.671,22264.041,21984.709,21574.244,,,,1.0292,0.9888,0.984,0.7525,0.769,0.7734,0.8422,0.8626,0.8882,0.9544,1.0385,1.1035,,0.2367,0.2409,0.2359,0.5142,0.5275,0.5278,0.5758,0.5482,0.4884,0.232,0.2424,0.242
,,6855.654,5968.376,2874.557,6366.551,6397.225,6341.197,3327.57,2200.228,2274.525,14908.379,15566.51,14991.884,,,,0.7937,0.7756,0.6736,0.6168,0.6191,0.6177,0.7635,0.7346,0.7145,0.9375,1.0028,1.0339,,0.4757,0.5009,0.5482,0.48,0.4787,0.4799,0.5581,0.5591,0.5549,0.2785,0.2703,0.2685
,,2830.792,2633.071,5815.023,5735.345,5789.105,5779.655,7165.126,2952.328,2528.412,2120.898,2039.192,2013.778,,,,0.6693,0.6814,0.7275,0.5344,0.5419,0.5391,0.8267,0.7438,0.7524,0.7826,0.7746,0.8053,,0.5555,0.595,0.5338,0.5012,0.5051,0.5002,0.483,0.5457,0.5723,0.5932,0.5674,0.5787
,,3164.442,3117.059,3787.002,3612.585,4556.847,2315.481,7025.301,5589.111,2502.608,1743.784,1668.635,1713.087,,,,0.6225,0.591,0.5872,0.4029,0.4367,0.3222,0.8434,0.798,0.7733,0.8309,0.8064,0.8239,,0.5945,0.5714,0.5543,0.4895,0.51,0.4046,0.5064,0.5097,0.5573,0.6358,0.5962,0.6073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
